,track_name,track_id,artists,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
359,Ya Supérame (En Vivo),6HIIuuUIEzH1meVdGbMXyf,['Grupo Firme'],['1dKdetem2xEmjgvyymzytS'],0.436,0.4,0,-6.521,1,0.11,0.463,0.0,0.76,0.568,75.576,189050,3
360,Mon Amour - Remix,5TMLavqGRKNxgzMBrVpC9R,"['zzoilo', 'Aitana']","['7c53ZFyajVMTo08HmvoB6b', '7eLcDZDYHXZCebtQmVFL25']",0.748,0.761,2,-6.621,1,0.102,0.122,6.56e-06,0.0984,0.362,116.041,179940,4
361,El Tóxico,7E9GeFGfjXw9LAI4ay6rsw,"['Grupo Firme', 'Carin Leon']","['1dKdetem2xEmjgvyymzytS', '66ihevNkSYNzRAl44dx6jJ']",0.626,0.503,10,-5.087,1,0.141,0.407,0.0,0.234,0.821,72.985,179746,4
362,Todo De Ti,5RwV8BvLfX5injfqYodke9,['Rauw Alejandro'],['1mcTU81TzQhprhouKaTkpq'],0.78,0.719,3,-3.613,0,0.0506,0.302,0.000196,0.0931,0.336,127.962,199604,4
363,Ya Acabo,4H3t8C59tXjKf1R2iKtc5M,['Marca MP'],['44mEtidu0VdRkIqO4IbkNa'],0.673,0.326,0,-7.481,1,0.0348,0.696,3.73e-06,0.103,0.672,133.309,189408,4
364,Como Lo Hice Yo,64JzNzcoSZOh3RWeoghVfk,"['Matisse', 'Carin Leon']","['77aLk6J8ofnVxa1eXK9jiU', '66ihevNkSYNzRAl44dx6jJ']",0.689,0.663,2,-4.538,1,0.0432,0.378,1.17e-06,0.0994,0.486,143.098,177063,3
365,Cada Quien,5BE9B2FiFWBbBdoIQ1m1UP,"['Grupo Firme', 'Maluma']","['1dKdetem2xEmjgvyymzytS', '1r4hJ1h58CWwUQe3MxPuau']",0.707,0.833,3,-2.498,1,0.0517,0.137,0.0,0.115,0.788,110.062,197781,3
366,Debo Entender,55mzJ0LftLnef8sxAjrMkU,"['Santa Fe Klan', 'Neto Peña', 'Yoss Bones']","['4tm8CEdm4pkQsEh4jIr9Yp', '0U5RYP2HMdGv2GhicLhkOI', '0SmgVe3giVHaJjGmIz8xA4']",0.678,0.457,0,-6.854,1,0.177,0.741,0.0,0.113,0.563,72.156,238420,4
367,Botella Tras Botella,2MnLkFqY9Rpg9s3Zv6ZJdK,"['Gera MX', 'Christian Nodal']","['2hejA1Dkf8v8R0koF44FvW', '0XwVARXT135rw8lyw1EeWP']",0.727,0.546,0,-4.572,1,0.0437,0.656,0.0,0.122,0.69,106.891,197333,4
368,Volví,2vmfvSoZBFAt9hhRoEByLi,"['Aventura', 'Bad Bunny']","['1qto4hHid1P71emI6Fd8xi', '4q3ewBCX7sLwd24euuV69X']",0.725,0.86,1,-3.726,1,0.182,0.422,0.000284,0.0674,0.791,175.896,230125,4
369,En Tu Perra Vida,0ldT3gl7aGNzrJyd4b1CA4,"['Grupo Firme', 'Lenin Ramírez']","['1dKdetem2xEmjgvyymzytS', '3hTffafUYLLgO4yuPAxb5U']",0.546,0.438,5,-4.748,1,0.0669,0.353,0.0,0.261,0.568,112.136,238677,3
370,DÁKITI,4MzXwWMhyBbmu6hOcLVD49,"['Bad Bunny', 'Jhay Cortez']","['4q3ewBCX7sLwd24euuV69X', '0EFisYRi20PTADoJrifHrz']",0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090,4
371,Tacones Rojos,0Be7sopyKMv8Y8npsUkax2,['Sebastian Yatra'],['07YUOmWljBTXwIseAUd9TW'],0.748,0.856,11,-3.517,0,0.0348,0.0824,0.0,0.142,0.927,123.031,189320,4
372,Yo Ya No Vuelvo Contigo - En Vivo,1s59X35jDULAyOGmBuTAnd,"['Lenin Ramírez', 'Grupo Firme']","['3hTffafUYLLgO4yuPAxb5U', '1dKdetem2xEmjgvyymzytS']",0.643,0.35,4,-5.924,0,0.0783,0.784,0.0,0.102,0.541,118.199,240457,1
373,Sobrio,4HzqWEdAbzcVFDv0pvxV4w,['Maluma'],['1r4hJ1h58CWwUQe3MxPuau'],0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,201181,4
374,La Sinvergüenza,1xO7tp4J5Wj0NeKrzIpd1V,"['Christian Nodal', 'Banda MS de Sergio Lizárraga']","['0XwVARXT135rw8lyw1EeWP', '2C6i0I5RiGzDKN9IAF8reh']",0.704,0.482,9,-5.352,1,0.0349,0.211,0.0,0.3,0.604,102.01,198529,4
375,Mónaco,3HgvO4B5LLmdPOT2d8cSZd,"['LAGOS', 'Danny Ocean']","['7uQ1D2NNHs5cUL3CLKRbia', '5H1nN1SzW0qNeUEZvuXjAj']",0.699,0.654,11,-6.264,1,0.0383,0.054,7.08e-06,0.095,0.319,100.037,192313,4
376,Se Amerita,3pQYf90V5idOGrXzosm9rt,['Junior H'],['7Gi6gjaWy3DxyilpF1a8Is'],0.752,0.719,6,-4.399,0,0.0285,0.264,7.96e-05,0.126,0.544,107.582,235858,4
377,Te Ire A Buscar,3elpkpwYlmUbuvmVps08lJ,"['Santa Fe Klan', 'Nanpa Básico']","['4tm8CEdm4pkQsEh4jIr9Yp', '1cUpGtXcSQsovNYEZOQgOG']",0.684,0.58,4,-7.682,0,0.133,0.672,0.0,0.135,0.233,89.954,218045,4
378,Tiroteo - Remix,4OwhwvKESFtuu06dTgct7i,"['Marc Seguí', 'Rauw Alejandro', 'Pol Granch']","['5FQ8tBUtIamA2hRtatrYUF', '1mcTU81TzQhprhouKaTkpq', '1aMt4A5jrQHxDYyC7rXgV0']",0.75,0.522,9,-7.018,1,0.0293,0.282,0.0,0.0743,0.601,110.427,321556,4
379,Un Millon De Primaveras,6j5LtifAnuTjTYvml61yFZ,['Vicente Fernández'],['4PPoI9LuYeFX8V674Z1R6l'],0.73,0.341,3,-8.521,1,0.0578,0.651,0.000181,0.0917,0.822,100.558,173080,3
380,Cuidando El Territorio,64ImcY4fJhY243wr20SR3e,"['Calibre 50', 'Santa Fe Klan', 'Beto Sierra']","['4jogXSSvlyMkODGSZ2wc2P', '4tm8CEdm4pkQsEh4jIr9Yp', '6kPf6aO5cAHU2RJUDN1UUy']",0.716,0.654,8,-6.702,0,0.279,0.249,0.0,0.127,0.958,180.11,186833,4
381,Complicado,5LxtXRqA2i3LBWdJiqE91O,"['Gera MX', 'Jayrick', 'Ervin River']","['2hejA1Dkf8v8R0koF44FvW', '0U8dIwzBn17JkhYxmznp6T', '5FJ0JzZcNCGhquRX2zPmbL']",0.809,0.68,0,-7.809,0,0.372,0.325,0.0,0.18,0.727,89.998,240601,4
382,Se Fue La Pantera (En Vivo),6Yard5LK4aXEn0kBKtHSob,"['Grupo Firme', 'Grupo Recluta']","['1dKdetem2xEmjgvyymzytS', '2Dlvgi70UoJJicfKgoW5Vo']",0.557,0.66,3,-4.467,1,0.0768,0.118,0.0,0.085,0.907,128.179,202022,4
383,Qué Más Pues?,6D2TCm4nf5nxAcdGJ7w3QP,"['J Balvin', 'Maria Becerra']","['1vyhD5VmyZ7KMfW5gqLgo5', '1DxLCyH42yaHKGK3cl5bvG']",0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014,217360,4
384,AM Remix,05bfbizlM5AX6Mf1RRyMho,"['Nio Garcia', 'J Balvin', 'Bad Bunny']","['5hdhHgpxyniooUiQVaPxQ0', '1vyhD5VmyZ7KMfW5gqLgo5', '4q3ewBCX7sLwd24euuV69X']",0.743,0.655,6,-5.015,0,0.159,0.114,0.0,0.0764,0.785,172.031,261335,4
385,Índigo,4knc1Fp3kbuq8bH2byOvLu,"['Camilo', 'Evaluna Montaner']","['28gNT5KBp7IjEOQoevXf9N', '52qzWdNUp6ebjcNsvgZSiC']",0.748,0.779,0,-6.659,1,0.0342,0.00884,3.96e-05,0.113,0.928,128.91,214933,4
386,Hasta la Raíz,3lGMtkONrZdJ8kTCg6KIFf,['Natalia Lafourcade'],['1hcdI2N1023RvSwLzTtdsp'],0.585,0.643,3,-8.392,1,0.0395,0.201,0.000306,0.144,0.592,152.98,221800,3
387,Gracias - En Vivo,2XlGKZNMkRKvEJsbwQ6MCl,"['Grupo Firme', 'Grupo Codiciado']","['1dKdetem2xEmjgvyymzytS', '4aWhlVjiUjYHpVWBPP8AFc']",0.578,0.801,8,-4.665,1,0.071,0.171,0.0,0.651,0.706,114.12,235221,4
388,Pareja Del Año,2rCbl9naJYhaxjLsfx88uM,"['Sebastian Yatra', 'Myke Towers']","['07YUOmWljBTXwIseAUd9TW', '7iK8PXO48WeuP03g8YR51W']",0.715,0.622,4,-5.102,0,0.046,0.163,0.0,0.0948,0.808,80.015,195053,4
389,Don't Be Shy,0bI7K9Becu2dtXK1Q3cZNB,"['Tiësto', 'KAROL G']","['2o5jDhtHVPhrJdv3cEQ99Z', '790FomKkXshlbRYZFtlgla']",0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,140500,4
390,Tranquilito,2LJRoFOtMGLnSxJqlJuhge,['Gerardo Ortiz'],['4J13m9IZh03PEhoxAxRhXO'],0.858,0.634,0,-4.058,1,0.0286,0.518,0.0,0.236,0.909,110.03,164360,3
391,Fuentes de Ortiz,0akyEssGRVHstqCSWXusJL,['Ed Maverick'],['3JSSjGYcIkgsrz7892CelT'],0.83,0.159,1,-14.461,1,0.0383,0.946,2.02e-05,0.362,0.189,104.95,207400,4
392,Todo Va a Estar Bien,3XjRIN9vEt35lm1iStPcgq,"['Santa Fe Klan', 'Big Soto', 'Neto Peña']","['4tm8CEdm4pkQsEh4jIr9Yp', '2TQ4CGgxxCWHqa9yYIGDoU', '0U5RYP2HMdGv2GhicLhkOI']",0.611,0.66,4,-6.49,0,0.381,0.734,0.0,0.0636,0.582,137.668,267797,1
393,Medallo,6lX6l7OuA3qrnIRfdsr0dw,"['Blessd', 'Justin Quiles', 'Lenny Tavárez']","['1TA5sGRlKUJXBN4ZyJuDIX', '14zUHaJZo1mnYtn6IBRaRP', '1pQWsZQehhS4wavwh7Fnxd']",0.787,0.7,4,-4.598,0,0.0768,0.568,0.00051,0.663,0.791,90.02,233453,4
394,Nostálgico,2BEcap3xJtmiPaHKyfQi4e,"['Rvssian', 'Rauw Alejandro', 'Chris Brown']","['1fctva4kpRbg2k3v7kwRuS', '1mcTU81TzQhprhouKaTkpq', '7bXgB6jMjp9ATFy66eO08Z']",0.734,0.846,9,-3.425,0,0.0489,0.166,1.74e-06,0.235,0.604,98.026,209884,4
395,LA CANCIÓN,0fea68AdmYNygeTGI4RC18,"['J Balvin', 'Bad Bunny']","['1vyhD5VmyZ7KMfW5gqLgo5', '4q3ewBCX7sLwd24euuV69X']",0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,242573,4
396,Cúrame,3PwRuzdphgedcWVUOVYJ7I,['Rauw Alejandro'],['1mcTU81TzQhprhouKaTkpq'],0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706,4
397,Ramito De Violetas,6sRaqq9SYsSTPvrWkL1sRy,['Mi Banda El Mexicano'],['0OhiQFSqbnnmB52NWEpsO5'],0.869,0.805,8,-5.722,1,0.0393,0.0774,0.0,0.0686,0.889,125.235,212776,4
398,París,4bF2y8rR7GUjrd5LNEvej3,['Ingratax'],['62YF0FglEltB3CnVIjoko8'],0.57,0.455,1,-5.748,0,0.0996,0.441,0.000746,0.0654,0.399,167.933,151429,4
399,Mujeres Divinas,2PxGGRmj5yunYdNF2Ud2vm,['Vicente Fernández'],['4PPoI9LuYeFX8V674Z1R6l'],0.607,0.296,5,-9.541,0,0.0601,0.565,9.17e-05,0.324,0.577,71.136,189720,3
400,DANCE CRIP,1kjs5eR4DMzyB0gm1Z8waV,['Trueno'],['2x7PC78TmgqpEIjaGAZ0Oz'],0.857,0.766,0,-3.699,1,0.0978,0.108,0.0,0.0817,0.864,106.024,165019,4
401,Se Menea,1ZcrHpBbILPNfhBtPhQVHh,"['Don Omar', 'Nio Garcia']","['33ScadVnbm2X8kkUqOkC6Z', '5hdhHgpxyniooUiQVaPxQ0']",0.711,0.839,7,-6.288,1,0.117,0.0472,0.0,0.0806,0.932,179.936,190880,4
402,Súbelo,3xv8JksRyqHa1lwkM9xvJf,"['Anuel AA', 'Myke Towers', 'Jhay Cortez']","['2R21vXR83lH98kGeO99Y66', '7iK8PXO48WeuP03g8YR51W', '0EFisYRi20PTADoJrifHrz']",0.625,0.754,6,-4.158,0,0.076,0.17,3.76e-05,0.109,0.746,89.888,239797,4
403,Lao' a Lao',7FERDnffKGQKul3P32Sm37,['Prince Royce'],['3MHaV05u0io8fQbZ2XPtlC'],0.759,0.768,0,-3.785,0,0.0392,0.126,8.25e-06,0.18,0.697,130.011,184341,4
404,Monastery,1JpzJfxjHGFUyTHXLZidok,"['Ryan Castro', 'Feid']","['7j6DKwmjbxvpQO8h914uEz', '2LRoIwlKmHjgvigdNGBHNo']",0.811,0.5,5,-6.717,0,0.0976,0.104,0.0,0.372,0.789,178.017,189333,4
405,No Te Deseo el Mal,3HQxzXOb4p9pfpD5gP38D5,"['Eladio Carrion', 'KAROL G']","['5XJDexmWFLWOkjOEjOVX3e', '790FomKkXshlbRYZFtlgla']",0.886,0.482,7,-9.882,1,0.175,0.396,0.0,0.115,0.568,124.956,232560,4
406,Sal y Perrea - Remix,1mG8VynhqySA52bALfYrvO,"['Sech', 'Daddy Yankee', 'J Balvin']","['77ziqFxp5gaInVrF2lj4ht', '4VMYDCV2IEDYJArk749S6m', '1vyhD5VmyZ7KMfW5gqLgo5']",0.819,0.955,7,-0.521,0,0.0908,0.161,2.08e-05,0.289,0.725,89.959,226500,4
407,LA FAMA (with The Weeknd),6dmXZ9B5HdFAyzHeTneYBK,"['ROSALÍA', 'The Weeknd']","['7ltDVBr6mKbRvohxheJ9h1', '1Xyo4u8uXC1ZmMpatF05PJ']",0.77,0.302,0,-7.911,0,0.0466,0.946,3.38e-05,0.125,0.821,136.01,188103,4
408,Todo De Ti,4fSIb4hdOQ151TILNsSEaF,['Rauw Alejandro'],['1mcTU81TzQhprhouKaTkpq'],0.78,0.718,3,-3.605,0,0.0506,0.31,0.000163,0.0932,0.342,127.949,199604,4
409,La Botella,6GPBXtnSepHovJi1uD1Ggj,"['Justin Quiles', 'Maluma']","['14zUHaJZo1mnYtn6IBRaRP', '1r4hJ1h58CWwUQe3MxPuau']",0.79,0.766,6,-3.497,0,0.111,0.324,0.0,0.0832,0.825,82.026,226010,4
410,El Incomprendido,493Rk3iS7rs8uPfpnfm95u,"['Farruko', 'Victor Cardenas', 'Dj Adoni']","['329e4yvIujISKGKz1BZZbO', '00CMSJdbf36zOzKB3z8JrR', '3JfbHWZ07sSBjbojTU2hAt']",0.754,0.841,11,-3.19,1,0.135,0.113,0.0,0.466,0.541,128.019,267547,4
411,Atrevida,11092eTvmd716PBdJPSWAF,['Vainy'],['41mes6x3rlUZzgRAyB8jYG'],0.742,0.657,7,-6.587,0,0.0681,0.0726,0.0,0.0989,0.758,167.824,173601,4
412,Una Nota,7iqOIHHEmu6Vhw25GgQ2eA,"['J Balvin', 'Sech']","['1vyhD5VmyZ7KMfW5gqLgo5', '77ziqFxp5gaInVrF2lj4ht']",0.662,0.788,3,-4.55,0,0.205,0.0191,0.0,0.0559,0.711,179.876,170760,4
413,Fresca,3ecxiKhnWZJB70VPWeklm4,['LUVA'],['1mXGTF1Ouxl3CHP5h0lWat'],0.592,0.623,4,-8.051,0,0.165,0.246,0.0,0.118,0.829,135.044,160000,3
414,Flow HP,2wspc75R45gvwJCZOorAqv,"['Don Omar', 'Residente']","['33ScadVnbm2X8kkUqOkC6Z', '5GcWBUX00IPuWVGMIRK1sS']",0.77,0.837,7,-4.749,1,0.14,0.164,4.07e-06,0.0793,0.887,178.0,248274,4
415,Poblado - Remix,1WedZeiezCmCEOzLwhx0hV,"['J Balvin', 'KAROL G', 'Nicky Jam', 'Crissin', 'Totoy El Frio', 'Natan & Shander']","['1vyhD5VmyZ7KMfW5gqLgo5', '790FomKkXshlbRYZFtlgla', '1SupJlEpv7RS2tPNRaHViT', '6VOoiigTiLVgsMQPP1JOdC', '5IYRfypwG9BDDh5ZRPI80z', '5OBK3iQwjNQqElPmn4TgAE']",0.813,0.809,3,-5.382,0,0.0846,0.102,1.37e-06,0.377,0.646,93.005,393280,4
416,Te Olvido,1ycIhjQ4fQp2WqNFpSDEcX,['Manuel Turizo'],['0tmwSHipWxN12fsoLcFU3B'],0.704,0.698,0,-4.679,0,0.306,0.238,0.0,0.109,0.61,177.867,211436,4
417,Te Encontre,5EzDLBHLc6LzurTfD3clTU,"['Fede Vigevani', 'Connie Isla', 'Otto Bunge']","['3CuloJ8QY3IiCwna8Q6SOr', '3rRWzsERkCNBl27Nih029a', '52B23cu0u8HfuhNLQIhtZn']",0.621,0.683,6,-5.159,1,0.0775,0.0508,2.49e-06,0.0606,0.555,194.019,173196,4
418,Volando - Remix,0G2zPzWqVjR68iNPmx2TBe,"['Mora', 'Bad Bunny', 'Sech']","['0Q8NcsJwoCbZOHHW63su5S', '4q3ewBCX7sLwd24euuV69X', '77ziqFxp5gaInVrF2lj4ht']",0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,273474,4
419,Qué Más Pues?,6hf0RpxTbOprT5nnwzkk8e,"['J Balvin', 'Maria Becerra']","['1vyhD5VmyZ7KMfW5gqLgo5', '1DxLCyH42yaHKGK3cl5bvG']",0.891,0.819,8,-3.964,1,0.106,0.0261,0.000354,0.173,0.768,101.968,217773,4
420,MÉTELE AL PERREO,4w6dsdn8DjKUeGWwxlRKrT,['Daddy Yankee'],['4VMYDCV2IEDYJArk749S6m'],0.671,0.764,6,-2.422,0,0.0965,0.0735,0.0011,0.0611,0.706,180.183,223244,4
421,Se Fue la Luz,5hDAp0pTy6QzEv9gvrTFxR,['Vainy'],['41mes6x3rlUZzgRAyB8jYG'],0.725,0.439,6,-12.506,0,0.13,0.137,0.0,0.161,0.491,94.972,164586,4
422,Si Te Atreves,7iBb6zKia1sx84BM9LUoxx,"['J Balvin', 'Zion & Lennox']","['1vyhD5VmyZ7KMfW5gqLgo5', '21451j1KhjAiaYKflxBjr1']",0.677,0.735,1,-5.846,1,0.149,0.164,0.0,0.279,0.485,188.002,169360,4
423,Wow Wow (feat. Becky G),20ChN6ZWJ2yhuXcE6SKHDM,"['Maria Becerra', 'Becky G']","['1DxLCyH42yaHKGK3cl5bvG', '4obzFoKoKRHIphyHzJ35G3']",0.744,0.679,5,-3.51,1,0.0791,0.0654,0.00429,0.0966,0.866,176.024,199773,4
424,23 Preguntas,5ANkjNH7elrxzggidjnH9v,['Anuel AA'],['2R21vXR83lH98kGeO99Y66'],0.777,0.594,4,-6.234,0,0.153,0.416,3.84e-05,0.103,0.562,82.988,251221,4
425,Curazao,2gMau9LsRZtWOrq5cBGywB,"['El Alfa', 'Chael Produciendo', 'Farruko']","['2oQX8QiMXOyuqbcZEFsZfm', '2iI5KWXLjw1tqLQsdjuo0e', '329e4yvIujISKGKz1BZZbO']",0.854,0.943,11,-4.876,0,0.0846,0.11,1.41e-05,0.0528,0.53,129.256,239578,4
426,In Da Getto,1q0PYXTbDsirp2l74ng6pn,"['J Balvin', 'Skrillex']","['1vyhD5VmyZ7KMfW5gqLgo5', '5he5w2lnU9x7JFhnwcekXX']",0.924,0.723,8,-3.142,1,0.0466,0.0177,2.61e-05,0.113,0.643,126.998,130667,4
427,EL MAKINON,2FSGUA0gFgGeQdprjtGM2M,"['KAROL G', 'Mariah Angeliq']","['790FomKkXshlbRYZFtlgla', '0KKUc4amZyvswV2YL6WTar']",0.635,0.706,5,-3.224,0,0.125,0.256,0.0,0.108,0.443,88.863,209160,4
428,LOCATION,478g4LSkyMB1PMkVOVmIaE,"['KAROL G', 'Anuel AA', 'J Balvin']","['790FomKkXshlbRYZFtlgla', '2R21vXR83lH98kGeO99Y66', '1vyhD5VmyZ7KMfW5gqLgo5']",0.771,0.765,1,-3.887,0,0.0508,0.0487,0.0,0.313,0.66,115.984,263013,4
429,Fiel - Remix,43qcs9NpJhDxtG91zxFkj7,"['Wisin', 'Jhay Cortez', 'Anuel AA', 'Los Legendarios', 'Myke Towers']","['3E6xrwgnVfYCrCs0ePERDz', '0EFisYRi20PTADoJrifHrz', '2R21vXR83lH98kGeO99Y66', '0n6sKrG0xKAf8xmdqeNGke', '7iK8PXO48WeuP03g8YR51W']",0.839,0.711,6,-4.733,0,0.0473,0.398,2.02e-06,0.118,0.573,97.99,349547,4
430,"Chucky73: Bzrp Music Sessions, Vol. 43",4xTd8fz0mZFK5b9IYdGKNd,"['Bizarrap', 'Chucky73']","['716NhGYqD1jl2wI1Qkgq36', '38epWdyauFwdRkldqUMfWE']",0.815,0.832,5,-3.622,0,0.104,0.538,1.01e-06,0.0686,0.912,110.01,141320,4
431,"Nicky Jam: Bzrp Music Sessions, Vol. 41",03LfOYi0icz4souspZVVhq,"['Bizarrap', 'Nicky Jam']","['716NhGYqD1jl2wI1Qkgq36', '1SupJlEpv7RS2tPNRaHViT']",0.627,0.849,1,-3.167,0,0.153,0.0913,0.0,0.145,0.818,89.907,158087,4
432,PROBLEMA,2dl5K2ScW7jYhAhuem06cm,['Daddy Yankee'],['4VMYDCV2IEDYJArk749S6m'],0.773,0.8,10,-3.17,0,0.0987,0.0613,0.00403,0.0327,0.842,89.988,184507,4
433,Fiel,7Bk0uXKk1uPT0XuQbpFzvs,"['Los Legendarios', 'Wisin', 'Jhay Cortez']","['0n6sKrG0xKAf8xmdqeNGke', '3E6xrwgnVfYCrCs0ePERDz', '0EFisYRi20PTADoJrifHrz']",0.849,0.701,6,-4.407,0,0.06,0.407,0.0,0.112,0.505,98.005,261667,4
434,La Jeepeta - Remix,1mohfLaTJtB2RplHLQVM70,"['Nio Garcia', 'Anuel AA', 'Myke Towers', 'Brray', 'Juanka']","['5hdhHgpxyniooUiQVaPxQ0', '2R21vXR83lH98kGeO99Y66', '7iK8PXO48WeuP03g8YR51W', '1GKIlPFdcewHtpDVCQ8zmJ', '3Wb38LDP3N4tkobValgE9D']",0.815,0.715,4,-4.65,0,0.207,0.3,4.83e-06,0.091,0.786,176.007,345241,4
435,911,2p2Q23iaaPSEa1tI6TsCVX,['Sech'],['77ziqFxp5gaInVrF2lj4ht'],0.795,0.655,7,-3.815,1,0.0422,0.076,1.76e-06,0.296,0.744,93.029,215891,4
436,LEYENDAS,5vQy9fwVJTeLsaX9IOpCcp,"['KAROL G', 'Wisin & Yandel', 'Nicky Jam', 'Ivy Queen', 'Zion', 'Alberto Stylee']","['790FomKkXshlbRYZFtlgla', '1wZtkThiXbVNtj6hee6dz9', '1SupJlEpv7RS2tPNRaHViT', '6p2442ymrT9lZEuCZJdYcH', '1pgDilWYDWLoOgGjf1iHNu', '5mgqYTU6dhKlEdi7DOy4uU']",0.554,0.784,1,-5.459,1,0.113,0.0607,0.0,0.301,0.61,96.699,352093,4
437,Polvo,68mrW6gXHgupgSiDHgaDi5,"['Nicky Jam', 'Myke Towers']","['1SupJlEpv7RS2tPNRaHViT', '7iK8PXO48WeuP03g8YR51W']",0.763,0.621,11,-6.169,0,0.066,0.0105,2.94e-06,0.106,0.582,82.042,211130,4
438,Otra Noche Sin Ti,2CdTLdDjwZdVcm0bresVWx,"['J Balvin', 'Khalid']","['1vyhD5VmyZ7KMfW5gqLgo5', '6LuN9FCkKOj5PcnpouEgny']",0.503,0.548,0,-7.564,0,0.164,0.0751,0.000234,0.145,0.441,94.036,228920,4
439,Noches en Miami,6MkRRQcKD5n3bLmFA3rJbd,['Natti Natasha'],['1GDbiv3spRmZ1XdM1jQbT7'],0.849,0.65,0,-5.606,0,0.0769,0.241,0.0,0.1,0.358,117.965,154772,4
440,La Curiosidad,4HYDUMY0xSpeBr0AMY9cUz,"['Jay Wheeler', 'DJ Nelson', 'Myke Towers']","['2cPqdH7XMvwaBJEVjheH8g', '2ydZrTy8U3kOMOzx20s3dg', '7iK8PXO48WeuP03g8YR51W']",0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,219048,4
441,Ella No Es Tuya - Remix,5YYW3yRktprLRr47WK219Y,"['Rochy RD', 'Myke Towers', 'Nicki Nicole']","['4riOEaOW5hCeqomFDBk0aP', '7iK8PXO48WeuP03g8YR51W', '2UZIAOlrnyZmyzt1nuXr9y']",0.585,0.611,6,-4.132,1,0.288,0.39,0.0,0.649,0.962,97.041,218107,4
442,Baila Conmigo (with Rauw Alejandro),0D75ciM842cdUMKSMfAR9y,"['Selena Gomez', 'Rauw Alejandro']","['0C8ZW7ezQVs4URX5aX7Kqx', '1mcTU81TzQhprhouKaTkpq']",0.824,0.545,5,-7.127,1,0.0699,0.0221,0.00375,0.097,0.683,149.912,186088,4
443,DÁKITI,47EiUVwUp4C9fGccaPuUCS,"['Bad Bunny', 'Jhay Cortez']","['4q3ewBCX7sLwd24euuV69X', '0EFisYRi20PTADoJrifHrz']",0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090,4
444,"La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",7LE1K0lZyRFZjSlrnm7lfD,"['Jay Wheeler', 'Myke Towers', 'Rauw Alejandro', 'DJ Nelson', 'Jhay Cortez', 'Lunay', 'Kendo Kaponi']","['2cPqdH7XMvwaBJEVjheH8g', '7iK8PXO48WeuP03g8YR51W', '1mcTU81TzQhprhouKaTkpq', '2ydZrTy8U3kOMOzx20s3dg', '0EFisYRi20PTADoJrifHrz', '47MpMsUfWtgyIIBEFOr4FE', '1WMwuNKzEFtU6pPkdtryYS']",0.841,0.674,2,-5.35,1,0.0962,0.104,0.0,0.131,0.761,90.007,382555,4
445,Bandido,1xK1Gg9SxG8fy2Ya373oqb,"['Myke Towers', 'Juhn']","['7iK8PXO48WeuP03g8YR51W', '2LmcxBak1alK1bf7d1beTr']",0.713,0.617,8,-4.637,1,0.0887,0.122,0.0,0.0962,0.682,168.021,232853,4
446,Travesuras - Remix,0VWLId2RwPCno9s1cJm2Vy,"['Nio Garcia', 'Casper Magico', 'Ozuna', 'Wisin & Yandel', 'Myke Towers', 'Flow La Movie']","['5hdhHgpxyniooUiQVaPxQ0', '1fux65HMCBvfJHqlBc4Nno', '1i8SpTcr7yvPOmcqrbnVXY', '1wZtkThiXbVNtj6hee6dz9', '7iK8PXO48WeuP03g8YR51W', '2oT7xd9iTO2ejLsNGIMa5f']",0.739,0.788,1,-5.198,1,0.0731,0.0513,0.0,0.282,0.473,175.996,324426,4
447,De Vuelta Pa' La Vuelta,7AUhck1sPy11OExQmDDx4P,"['Daddy Yankee', 'Marc Anthony']","['4VMYDCV2IEDYJArk749S6m', '4wLXwxDeWQ8mtUIRPxGiD6']",0.665,0.94,5,-3.606,1,0.0553,0.434,0.0,0.0914,0.752,93.725,231593,4
448,LA NOCHE DE ANOCHE,2XIc1pqjXV3Cr2BQUGNBck,"['Bad Bunny', 'ROSALÍA']","['4q3ewBCX7sLwd24euuV69X', '7ltDVBr6mKbRvohxheJ9h1']",0.856,0.618,7,-4.892,1,0.286,0.0303,0.0,0.0866,0.391,81.993,203201,4
449,Hecha Pa' Mi,3VvA1wSxukMLsvXoXtlwWx,['Boza'],['2NfSBtmWe7oPw1EmetJVso'],0.725,0.756,4,-5.013,1,0.0572,0.362,0.000685,0.103,0.828,100.07,186133,4
